filepath,class_name,label,is_augmented
dataset_procesado\con_augmentacion\cancer\193_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\193_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\193_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\193_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\193_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\193_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\194_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\194_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\194_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\194_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\194_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\194_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\195_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\195_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\195_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\195_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\195_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\195_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\196_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\196_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\196_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\196_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\196_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\196_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\197_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\197_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\197_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\197_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\197_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\197_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\198_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\198_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\198_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\198_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\198_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\198_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\199_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\199_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\199_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\199_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\199_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\199_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\201_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\201_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\201_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\201_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\201_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\201_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\202_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\202_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\202_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\202_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\202_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\202_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\203_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\203_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\203_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\203_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\203_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\203_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\204_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\204_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\204_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\204_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\204_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\204_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\205_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\205_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\205_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\205_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\205_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\205_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\206_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\206_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\206_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\206_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\206_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\206_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\207_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\207_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\207_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\207_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\207_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\207_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\208_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\208_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\208_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\208_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\208_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\208_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\209_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\209_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\209_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\209_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\209_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\209_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\210_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\210_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\210_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\210_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\210_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\210_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\211_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\211_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\211_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\211_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\211_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\211_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\212_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\212_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\212_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\212_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\212_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\212_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\213_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\213_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\213_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\213_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\213_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\213_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\214_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\214_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\214_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\214_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\214_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\214_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\215_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\215_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\215_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\215_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\215_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\215_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\216_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\216_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\216_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\216_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\216_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\216_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\217_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\217_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\217_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\217_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\217_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\217_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\218_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\218_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\218_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\218_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\218_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\218_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\219_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\219_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\219_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\219_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\219_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\219_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\220_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\220_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\220_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\220_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\220_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\220_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\221_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\221_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\221_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\221_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\221_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\221_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\222_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\222_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\222_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\222_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\222_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\222_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\223_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\223_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\223_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\223_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\223_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\223_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\224_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\224_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\224_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\224_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\224_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\224_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\225_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\225_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\225_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\225_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\225_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\225_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\226_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\226_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\226_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\226_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\226_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\226_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\227_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\227_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\227_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\227_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\227_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\227_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\228_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\228_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\228_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\228_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\228_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\228_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\229_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\229_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\229_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\229_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\229_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\229_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\230_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\230_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\230_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\230_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\230_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\230_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\231_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\231_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\231_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\231_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\231_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\231_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\232_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\232_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\232_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\232_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\232_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\232_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\233_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\233_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\233_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\233_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\233_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\233_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\234_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\234_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\234_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\234_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\234_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\234_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\235_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\235_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\235_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\235_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\235_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\235_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\236_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\236_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\236_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\236_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\236_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\236_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\237_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\237_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\237_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\237_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\237_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\237_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\238_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\238_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\238_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\238_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\238_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\238_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\239_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\239_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\239_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\239_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\239_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\239_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\240_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\240_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\240_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\240_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\240_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\240_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\241_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\241_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\241_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\241_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\241_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\241_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\242_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\242_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\242_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\242_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\242_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\242_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\243_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\243_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\243_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\243_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\243_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\243_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\244_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\244_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\244_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\244_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\244_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\244_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\245_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\245_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\245_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\245_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\245_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\245_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\246_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\246_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\246_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\246_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\246_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\246_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\247_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\247_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\247_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\247_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\247_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\247_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\248_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\248_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\248_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\248_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\248_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\248_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\249_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\249_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\249_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\249_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\249_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\249_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\250_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\250_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\250_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\250_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\250_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\250_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\251_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\251_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\251_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\251_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\251_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\251_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\252_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\252_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\252_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\252_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\252_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\252_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\253_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\253_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\253_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\253_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\253_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\253_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\254_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\254_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\254_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\254_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\254_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\254_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\255_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\255_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\255_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\255_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\255_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\255_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\256_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\256_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\256_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\256_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\256_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\256_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\257_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\257_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\257_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\257_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\257_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\257_orig.png,cancer,1,False
dataset_procesado\con_augmentacion\cancer\258_aug01.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\258_aug02.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\258_aug03.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\258_aug04.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\258_aug05.png,cancer,1,True
dataset_procesado\con_augmentacion\cancer\258_orig.png,cancer,1,False
